county,city,date,population,housing units,single family,Multi-family,mobile homes,occupied,vacancy rate
Alameda,Berkeley,1/1/2011,"114,411","49,794",22986,26590,218,"46,376",6.9%
Alameda,Dublin,1/1/2011,"46,408","16,064",10671,5339,54,"15,191",5.4%
Alameda,Emeryville,1/1/2011,"10,177","6,646",821,5789,36,"5,708",14.1%
Alameda,Fremont,1/1/2011,"216,469","74,220",53435,20059,726,"71,287",4.0%
Alameda,Hayward,1/1/2011,"146,002","48,406",29421,16663,"2,322","45,566",5.9%
Alameda,Livermore,1/1/2011,"81,948","30,469",24106,5823,540,"29,279",3.9%
Alameda,Newark,1/1/2011,"42,904","13,414",10864,2550,0,"12,980",3.2%
Alameda,Oakland,1/1/2011,"394,716","169,922",80833,88534,555,"154,293",9.2%
Alameda,Piedmont,1/1/2011,"10,761","3,928",3760,168,0,"3,807",3.1%
Alameda,Pleasanton,1/1/2011,"70,813","26,069",19365,6324,380,"25,255",3.1%
Alameda,San Leandro,1/1/2011,"85,701","32,481",21418,10173,890,"30,770",5.3%
Alameda,Union City,1/1/2011,"70,054","21,265",16488,3784,993,"20,445",3.9%
Alameda,Balance Of County,1/1/2011,"142,453","51,025",38596,11464,965,"48,582",4.8%
Alameda,Incorporated,1/1/2011,"1,383,242","531,702",315618,209218,"6,866","497,407",6.5%
Alameda,County Total,1/1/2011,"1,525,695","582,727",354214,220682,"7,831","545,989",6.3%
Alpine,County Total,1/1/2011,"1,169","1,757",1049,676,32,496,71.8%
Amador,Amador,1/1/2011,187,108,102,6,0,85,21.3%
Amador,Ione,1/1/2011,"7,556","1,638",1481,104,53,"1,470",10.3%
Amador,Jackson,1/1/2011,"4,683","2,310",1562,540,208,"2,067",10.5%
Amador,Plymouth,1/1/2011,"1,012",492,305,48,139,402,18.3%
Amador,Sutter Creek,1/1/2011,"2,535","1,373",883,379,111,"1,172",14.6%
Amador,Balance Of County,1/1/2011,"22,038","12,133",11000,225,908,"9,374",22.7%
Amador,Incorporated,1/1/2011,"15,973","5,921",4333,1077,511,"5,196",12.2%
Amador,County Total,1/1/2011,"38,011","18,054",15333,1302,"1,419","14,570",19.3%
Butte,Biggs,1/1/2011,"1,711",617,595,4,18,565,8.4%
Butte,Chico,1/1/2011,"86,819","37,261",21537,13769,"1,955","35,026",6.0%
Butte,Gridley,1/1/2011,"6,585","2,406",2115,213,78,"2,178",9.5%
Butte,Oroville,1/1/2011,"15,532","6,196",3848,1969,379,"5,642",8.9%
Butte,Paradise,1/1/2011,"26,215","12,980",9341,1500,"2,139","11,867",8.6%
Butte,Balance Of County,1/1/2011,"83,966","36,656",25787,1324,"9,545","32,538",11.2%
Butte,Incorporated,1/1/2011,"136,862","59,460",37436,17455,"4,569","55,278",7.0%
Butte,County Total,1/1/2011,"220,828","96,116",63223,18779,"14,114","87,816",8.6%
Calaveras,Angels City,1/1/2011,"3,843","1,947",1468,249,230,"1,653",15.1%
Calaveras,Balance Of County,1/1/2011,"41,714","26,071",23329,813,"1,929","17,289",33.7%
Calaveras,Incorporated,1/1/2011,"3,843","1,947",1468,249,230,"1,653",15.1%
Calaveras,County Total,1/1/2011,"45,557","28,018",24797,1062,"2,159","18,942",32.4%
Colusa,Colusa,1/1/2011,"5,986","2,281",1691,470,120,"2,142",6.1%
Colusa,Williams,1/1/2011,"5,197","1,504",1139,304,61,"1,386",7.8%
Colusa,Balance Of County,1/1/2011,"10,338","4,112",3145,383,584,"3,541",13.9%
Colusa,Incorporated,1/1/2011,"11,183","3,785",2830,774,181,"3,528",6.8%
Colusa,County Total,1/1/2011,"21,521","7,897",5975,1157,765,"7,069",10.5%
Contra Costa,Antioch,1/1/2011,"103,514","34,948",28682,5864,402,"32,425",7.2%
Contra Costa,Brentwood,1/1/2011,"52,193","17,642",15952,1336,354,"16,626",5.8%
Contra Costa,Clayton,1/1/2011,"10,963","4,087",3880,207,0,"4,007",2.0%
Contra Costa,Concord,1/1/2011,"123,030","47,150",30523,14868,"1,759","44,372",5.9%
Contra Costa,Danville,1/1/2011,"42,263","15,940",14973,950,17,"15,413",3.3%
Contra Costa,El Cerrito,1/1/2011,"23,701","10,720",7822,2839,59,"10,149",5.3%
Contra Costa,Hercules,1/1/2011,"24,205","8,553",6984,1556,13,"8,117",5.1%
Contra Costa,Lafayette,1/1/2011,"24,065","9,667",7926,1733,8,"9,236",4.5%
Contra Costa,Martinez,1/1/2011,"36,122","14,977",11515,3447,15,"14,288",4.6%
Contra Costa,Moraga,1/1/2011,"16,111","5,756",4690,1066,0,"5,575",3.1%
Contra Costa,Oakley,1/1/2011,"36,131","11,623",10785,462,376,"10,876",6.4%
Contra Costa,Orinda,1/1/2011,"17,757","6,805",6534,271,0,"6,557",3.6%
Contra Costa,Pinole,1/1/2011,"18,494","7,158",5663,1459,36,"6,774",5.4%
Contra Costa,Pittsburg,1/1/2011,"63,875","21,202",16290,4165,747,"19,602",7.5%
Contra Costa,Pleasant Hill,1/1/2011,"33,353","14,322",10127,4112,83,"13,712",4.3%
Contra Costa,Richmond,1/1/2011,"104,772","39,377",24509,14705,163,"36,205",8.1%
Contra Costa,San Pablo,1/1/2011,"29,044","9,465",4832,4251,382,"8,682",8.3%
Contra Costa,San Ramon,1/1/2011,"73,248","26,470",19609,6824,37,"25,522",3.6%
Contra Costa,Walnut Creek,1/1/2011,"64,971","32,832",17492,15340,0,"30,649",6.6%
Contra Costa,Balance Of County,1/1/2011,"161,683","62,695",50187,9690,"2,818","58,046",7.4%
Contra Costa,Incorporated,1/1/2011,"897,812","338,694",248788,85455,"4,451","318,787",5.9%
Contra Costa,County Total,1/1/2011,"1,059,495","401,389",298975,95145,"7,269","376,833",6.1%
Del Norte,Crescent City,1/1/2011,"7,460","1,906",1010,838,58,"1,706",10.5%
Del Norte,Balance Of County,1/1/2011,"20,775","9,306",6071,770,"2,465","8,212",11.8%
Del Norte,Incorporated,1/1/2011,"7,460","1,906",1010,838,58,"1,706",10.5%
Del Norte,County Total,1/1/2011,"28,235","11,212",7081,1608,"2,523","9,918",11.5%
El Dorado,Placerville,1/1/2011,"10,352","4,539",3121,1250,168,"4,126",9.1%
El Dorado,South Lake Tahoe,1/1/2011,"21,377","15,096",9859,4674,563,"8,899",41.1%
El Dorado,Balance Of County,1/1/2011,"149,441","68,637",60760,4525,"3,352","57,200",16.7%
El Dorado,Incorporated,1/1/2011,"31,729","19,635",12980,5924,731,"13,025",33.7%
El Dorado,County Total,1/1/2011,"181,170","88,272",73740,10449,"4,083","70,225",20.4%
Fresno,Clovis,1/1/2011,"97,121","35,679",25885,8834,960,"33,792",5.3%
Fresno,Coalinga,1/1/2011,"18,020","4,340",2878,959,503,"3,892",10.3%
Fresno,Firebaugh,1/1/2011,"7,626","2,103",1452,576,75,"1,931",8.2%
Fresno,Fowler,1/1/2011,"5,707","1,881",1376,382,123,"1,758",6.5%
Fresno,Fresno,1/1/2011,"498,664","172,171",109674,57749,"4,748","159,168",7.6%
Fresno,Huron,1/1/2011,"6,779","1,601",598,899,104,"1,531",4.4%
Fresno,Kerman,1/1/2011,"13,729","3,944",2942,820,182,"3,726",5.5%
Fresno,Kingsburg,1/1/2011,"11,509","4,090",3034,858,198,"3,848",5.9%
Fresno,Mendota,1/1/2011,"11,085","2,556",1643,858,55,"2,429",5.0%
Fresno,Orange Cove,1/1/2011,"9,174","2,247",1482,765,0,"2,081",7.4%
Fresno,Parlier,1/1/2011,"14,631","3,512",2482,977,53,"3,313",5.7%
Fresno,Reedley,1/1/2011,"24,485","6,906",5106,1537,263,"6,613",4.2%
Fresno,Sanger,1/1/2011,"24,461","7,124",5476,1548,100,"6,682",6.2%
Fresno,San Joaquin,1/1/2011,"4,019",934,628,249,57,882,5.6%
Fresno,Selma,1/1/2011,"23,392","6,824",5390,1044,390,"6,435",5.7%
Fresno,Balance Of County,1/1/2011,"168,122","61,145",50517,3697,"6,931","52,845",13.6%
Fresno,Incorporated,1/1/2011,"770,402","255,912",170046,78055,"7,811","238,081",7.0%
Fresno,County Total,1/1/2011,"938,524","317,057",220563,81752,"14,742","290,926",8.2%
Glenn,Orland,1/1/2011,"7,489","2,746",1988,680,78,"2,595",5.5%
Glenn,Willows,1/1/2011,"6,130","2,399",1737,638,24,"2,171",9.5%
Glenn,Balance Of County,1/1/2011,"14,619","5,723",4225,217,"1,281","5,116",10.6%
Glenn,Incorporated,1/1/2011,"13,619","5,145",3725,1318,102,"4,766",7.4%
Glenn,County Total,1/1/2011,"28,238","10,868",7950,1535,"1,383","9,882",9.1%
Humboldt,Arcata,1/1/2011,"17,828","7,748",3819,3040,889,"7,406",4.4%
Humboldt,Blue Lake,1/1/2011,"1,266",576,377,141,58,546,5.2%
Humboldt,Eureka,1/1/2011,"27,248","11,899",8027,3739,133,"11,146",6.3%
Humboldt,Ferndale,1/1/2011,"1,378",717,608,109,0,612,14.6%
Humboldt,Fortuna,1/1/2011,"11,968","5,000",3499,1141,360,"4,691",6.2%
Humboldt,Rio Dell,1/1/2011,"3,383","1,444",1100,195,149,"1,369",5.2%
Humboldt,Trinidad,1/1/2011,368,252,188,39,25,187,25.8%
Humboldt,Balance Of County,1/1/2011,"72,272","34,053",26409,3134,"4,510","30,148",11.5%
Humboldt,Incorporated,1/1/2011,"63,439","27,636",17618,8404,"1,614","25,957",6.1%
Humboldt,County Total,1/1/2011,"135,711","61,689",44027,11538,"6,124","56,105",9.1%
Imperial,Brawley,1/1/2011,"25,321","8,240",5595,2230,415,"7,627",7.4%
Imperial,Calexico,1/1/2011,"39,049","10,651",7778,2703,170,"10,096",5.2%
Imperial,Calipatria,1/1/2011,"7,671","1,121",875,185,61,"1,006",10.3%
Imperial,El Centro,1/1/2011,"43,169","14,476",8513,4432,"1,531","13,099",9.5%
Imperial,Holtville,1/1/2011,"6,011","1,937",1351,380,206,"1,795",7.3%
Imperial,Imperial,1/1/2011,"15,102","4,795",3860,865,70,"4,444",7.3%
Imperial,Westmorland,1/1/2011,"2,252",678,475,183,20,629,7.2%
Imperial,Balance Of County,1/1/2011,"37,795","14,226",8075,966,"5,185","10,464",26.4%
Imperial,Incorporated,1/1/2011,"138,575","41,898",28447,10978,"2,473","38,696",7.6%
Imperial,County Total,1/1/2011,"176,370","56,124",36522,11944,"7,658","49,160",12.4%
Inyo,Bishop,1/1/2011,"3,873","1,926",849,707,370,"1,749",9.2%
Inyo,Balance Of County,1/1/2011,"14,663","7,560",4983,368,"2,209","6,304",16.6%
Inyo,Incorporated,1/1/2011,"3,873","1,926",849,707,370,"1,749",9.2%
Inyo,County Total,1/1/2011,"18,536","9,486",5832,1075,"2,579","8,053",15.1%
Kern,Arvin,1/1/2011,"19,551","4,515",3420,952,143,"4,268",5.5%
Kern,Bakersfield,1/1/2011,"350,812","121,331",89330,29460,"2,541","111,761",7.9%
Kern,California City,1/1/2011,"12,820","5,211",4136,624,451,"4,108",21.2%
Kern,Delano,1/1/2011,"53,195","10,723",8026,2248,449,"10,274",4.2%
Kern,Maricopa,1/1/2011,"1,156",466,190,20,256,413,11.4%
Kern,Mcfarland,1/1/2011,"12,723","2,683",2307,306,70,"2,600",3.1%
Kern,Ridgecrest,1/1/2011,"27,851","11,975",8407,2634,934,"10,826",9.6%
Kern,Shafter,1/1/2011,"17,223","4,579",3542,825,212,"4,282",6.5%
Kern,Taft,1/1/2011,"9,297","2,525",1998,438,89,"2,255",10.7%
Kern,Tehachapi,1/1/2011,"14,430","3,622",2486,690,446,"3,188",12.0%
Kern,Wasco,1/1/2011,"25,930","5,515",4381,947,187,"5,168",6.3%
Kern,Balance Of County,1/1/2011,"300,990","112,569",82092,13517,"16,960","96,856",14.0%
Kern,Incorporated,1/1/2011,"544,988","173,145",128223,39144,"5,778","159,143",8.1%
Kern,County Total,1/1/2011,"845,978","285,714",210315,52661,"22,738","255,999",10.4%
Kings,Avenal,1/1/2011,"14,964","2,417",1582,729,106,"2,226",7.9%
Kings,Corcoran,1/1/2011,"23,948","4,005",3085,726,194,"3,638",9.2%
Kings,Hanford,1/1/2011,"54,146","18,624",14201,4016,407,"17,606",5.5%
Kings,Lemoore,1/1/2011,"24,493","8,641",6440,1894,307,"8,209",5.0%
Kings,Balance Of County,1/1/2011,"33,771","10,406",8824,639,943,"9,734",6.5%
Kings,Incorporated,1/1/2011,"117,551","33,687",25308,7365,"1,014","31,679",6.0%
Kings,County Total,1/1/2011,"151,322","44,093",34132,8004,"1,957","41,413",6.1%
Lake,Clearlake,1/1/2011,"15,237","8,063",4382,1162,"2,519","6,007",25.5%
Lake,Lakeport,1/1/2011,"4,723","2,393",1595,375,423,"2,003",16.3%
Lake,Balance Of County,1/1/2011,"44,531","25,132",18925,1189,"5,018","18,656",25.8%
Lake,Incorporated,1/1/2011,"19,960","10,456",5977,1537,"2,942","8,010",23.4%
Lake,County Total,1/1/2011,"64,491","35,588",24902,2726,"7,960","26,666",25.1%
Lassen,Susanville,1/1/2011,"17,346","4,252",3296,678,278,"3,820",10.2%
Lassen,Balance Of County,1/1/2011,"17,139","8,460",6045,369,"2,046","6,221",26.5%
Lassen,Incorporated,1/1/2011,"17,346","4,252",3296,678,278,"3,820",10.2%
Lassen,County Total,1/1/2011,"34,485","12,712",9341,1047,"2,324","10,041",21.0%
Los Angeles,Agoura Hills,1/1/2011,"20,441","7,587",6343,1222,22,"7,335",3.3%
Los Angeles,Alhambra,1/1/2011,"83,611","30,964",17622,13312,30,"29,272",5.5%
Los Angeles,Arcadia,1/1/2011,"56,572","20,695",14765,5930,0,"19,579",5.4%
Los Angeles,Artesia,1/1/2011,"16,601","4,700",3732,932,36,"4,537",3.5%
Los Angeles,Avalon,1/1/2011,"3,769","2,286",738,1548,0,"1,483",35.1%
Los Angeles,Azusa,1/1/2011,"46,444","13,359",7897,4908,554,"12,684",5.1%
Los Angeles,Baldwin Park,1/1/2011,"75,653","17,750",13944,3491,315,"17,173",3.3%
Los Angeles,Bell,1/1/2011,"35,654","9,217",5579,3250,388,"8,876",3.7%
Los Angeles,Bellflower,1/1/2011,"76,852","24,898",14436,9148,"1,314","23,621",5.1%
Los Angeles,Bell Gardens,1/1/2011,"42,247","9,985",7398,2236,351,"9,653",3.3%
Los Angeles,Beverly Hills,1/1/2011,"34,253","16,396",6003,10351,42,"14,866",9.3%
Los Angeles,Bradbury,1/1/2011,"1,062",403,392,11,0,357,11.4%
Los Angeles,Burbank,1/1/2011,"104,405","44,598",21712,22751,135,"42,187",5.4%
Los Angeles,Calabasas,1/1/2011,"23,168","8,882",6765,1886,231,"8,546",3.8%
Los Angeles,Carson,1/1/2011,"91,714","26,103",20795,2852,"2,456","25,318",3.0%
Los Angeles,Cerritos,1/1/2011,"49,225","15,860",14829,1012,19,"15,515",2.2%
Los Angeles,Claremont,1/1/2011,"35,087","12,173",9336,2814,23,"11,619",4.6%
Los Angeles,Commerce,1/1/2011,"12,880","3,470",2707,763,0,"3,382",2.5%
Los Angeles,Compton,1/1/2011,"97,189","24,573",19183,4764,626,"23,136",5.8%
Los Angeles,Covina,1/1/2011,"48,017","16,576",11117,4913,546,"15,859",4.3%
Los Angeles,Cudahy,1/1/2011,"23,922","5,770",3450,1900,420,"5,610",2.8%
Los Angeles,Culver City,1/1/2011,"39,057","17,482",8505,8781,196,"16,780",4.0%
Los Angeles,Diamond Bar,1/1/2011,"55,838","18,476",15007,3101,368,"17,896",3.1%
Los Angeles,Downey,1/1/2011,"112,271","35,606",21821,13417,368,"33,938",4.7%
Los Angeles,Duarte,1/1/2011,"21,420","7,254",5588,1504,162,"7,015",3.3%
Los Angeles,El Monte,1/1/2011,"113,818","29,066",19996,7570,"1,500","27,776",4.4%
Los Angeles,El Segundo,1/1/2011,"16,714","7,413",3531,3867,15,"7,079",4.5%
Los Angeles,Gardena,1/1/2011,"59,098","21,477",11028,9204,"1,245","20,562",4.3%
Los Angeles,Glendale,1/1/2011,"192,804","76,355",31324,44981,50,"72,360",5.2%
Los Angeles,Glendora,1/1/2011,"50,370","17,795",14549,2475,771,"17,168",3.5%
Los Angeles,Hawaiian Gardens,1/1/2011,"14,328","3,702",2254,1197,251,"3,565",3.7%
Los Angeles,Hawthorne,1/1/2011,"84,979","29,983",10035,19801,147,"28,593",4.6%
Los Angeles,Hermosa Beach,1/1/2011,"19,589","10,160",5140,4803,217,"9,548",6.0%
Los Angeles,Hidden Hills,1/1/2011,"1,871",629,629,0,0,595,5.4%
Los Angeles,Huntington Park,1/1/2011,"58,381","15,151",8297,6769,85,"14,599",3.6%
Los Angeles,Industry,1/1/2011,440,69,59,6,4,65,5.8%
Los Angeles,Inglewood,1/1/2011,"110,387","38,445",17072,21164,209,"36,467",5.1%
Los Angeles,Irwindale,1/1/2011,"1,426",390,369,15,6,374,4.1%
Los Angeles,La Canada Flintridge,1/1/2011,"20,327","7,088",6698,346,44,"6,846",3.4%
Los Angeles,La Habra Heights,1/1/2011,"5,348","1,880",1880,0,0,"1,805",4.0%
Los Angeles,Lakewood,1/1/2011,"80,209","27,464",23674,3639,151,"26,479",3.6%
Los Angeles,La Mirada,1/1/2011,"48,727","15,092",12845,2075,172,"14,680",2.7%
Los Angeles,Lancaster,1/1/2011,"157,803","52,115",37111,11109,"3,895","47,175",9.5%
Los Angeles,La Puente,1/1/2011,"39,976","9,761",7242,2489,30,"9,447",3.2%
Los Angeles,La Verne,1/1/2011,"31,203","11,688",8539,1280,"1,869","11,263",3.6%
Los Angeles,Lawndale,1/1/2011,"32,909","10,150",6727,3172,251,"9,679",4.6%
Los Angeles,Lomita,1/1/2011,"20,324","8,414",4908,2885,621,"8,060",4.2%
Los Angeles,Long Beach,1/1/2011,"465,083","176,042",84516,89180,"2,346","163,711",7.0%
Los Angeles,Los Angeles,1/1/2011,"3,818,120","1,414,842",644062,760700,"10,080","1,319,524",6.7%
Los Angeles,Lynwood,1/1/2011,"69,736","15,278",10304,4839,135,"14,692",3.8%
Los Angeles,Malibu,1/1/2011,"12,689","6,866",5321,1004,541,"5,262",23.4%
Los Angeles,Manhattan Beach,1/1/2011,"35,272","14,934",11479,3441,14,"14,031",6.0%
Los Angeles,Maywood,1/1/2011,"27,535","6,768",4561,2162,45,"6,564",3.0%
Los Angeles,Monrovia,1/1/2011,"36,737","14,470",10097,4215,158,"13,756",4.9%
Los Angeles,Montebello,1/1/2011,"62,864","19,804",11363,8175,266,"19,039",3.9%
Los Angeles,Monterey Park,1/1/2011,"60,482","20,848",14029,6755,64,"19,945",4.3%
Los Angeles,Norwalk,1/1/2011,"105,848","28,087",21834,5768,485,"27,105",3.5%
Los Angeles,Palmdale,1/1/2011,"153,685","46,589",37667,6765,"2,157","43,024",7.7%
Los Angeles,Palos Verdes Estates,1/1/2011,"13,497","5,284",4945,327,12,"5,066",4.1%
Los Angeles,Paramount,1/1/2011,"54,381","14,571",8317,5121,"1,133","13,892",4.7%
Los Angeles,Pasadena,1/1/2011,"139,040","60,178",30459,29589,130,"55,816",7.2%
Los Angeles,Pico Rivera,1/1/2011,"63,211","17,109",13759,2851,499,"16,564",3.2%
Los Angeles,Pomona,1/1/2011,"149,959","40,712",27605,11129,"1,978","38,534",5.3%
Los Angeles,Rancho Palos Verdes,1/1/2011,"41,846","16,181",13536,2620,25,"15,568",3.8%
Los Angeles,Redondo Beach,1/1/2011,"67,126","30,623",16341,14023,259,"29,047",5.1%
Los Angeles,Rolling Hills,1/1/2011,"1,872",717,716,1,0,664,7.4%
Los Angeles,Rolling Hills Estates,1/1/2011,"8,094","3,101",2993,72,36,"2,962",4.5%
Los Angeles,Rosemead,1/1/2011,"54,119","14,838",12603,2069,166,"14,278",3.8%
Los Angeles,San Dimas,1/1/2011,"33,486","12,507",8924,2132,"1,451","12,018",3.9%
Los Angeles,San Fernando,1/1/2011,"23,741","6,291",5036,1134,121,"5,965",5.2%
Los Angeles,San Gabriel,1/1/2011,"39,886","13,240",8908,4324,8,"12,540",5.3%
Los Angeles,San Marino,1/1/2011,"13,210","4,477",4437,40,0,"4,332",3.2%
Los Angeles,Santa Clarita,1/1/2011,"177,375","62,108",44099,15724,"2,285","59,601",4.0%
Los Angeles,Santa Fe Springs,1/1/2011,"16,487","5,032",3299,1660,73,"4,804",4.5%
Los Angeles,Santa Monica,1/1/2011,"90,306","51,010",11580,39225,205,"47,003",7.9%
Los Angeles,Sierra Madre,1/1/2011,"10,957","5,113",3872,1241,0,"4,833",5.5%
Los Angeles,Signal Hill,1/1/2011,"11,092","4,399",2039,2360,0,"4,167",5.3%
Los Angeles,South El Monte,1/1/2011,"20,193","4,711",3599,662,450,"4,566",3.1%
Los Angeles,South Gate,1/1/2011,"94,899","24,160",17150,6719,291,"23,299",3.6%
Los Angeles,South Pasadena,1/1/2011,"25,720","11,118",5600,5518,0,"10,462",5.9%
Los Angeles,Temple City,1/1/2011,"35,725","12,122",10661,1354,107,"11,610",4.2%
Los Angeles,Torrance,1/1/2011,"146,060","58,408",34325,22948,"1,135","55,994",4.1%
Los Angeles,Vernon,1/1/2011,121,31,23,8,0,30,3.2%
Los Angeles,Walnut,1/1/2011,"29,472","8,808",8467,338,3,"8,583",2.6%
Los Angeles,West Covina,1/1/2011,"106,499","32,705",24278,8082,345,"31,576",3.5%
Los Angeles,West Hollywood,1/1/2011,"34,690","24,688",3008,21635,45,"22,602",8.4%
Los Angeles,Westlake Village,1/1/2011,"8,302","3,384",2996,261,127,"3,261",3.6%
Los Angeles,Whittier,1/1/2011,"85,757","29,592",20519,8880,193,"28,291",4.4%
Los Angeles,Balance Of County,1/1/2011,"1,061,330","317,083",244030,62298,"10,755","299,601",5.5%
Los Angeles,Incorporated,1/1/2011,"8,813,557","3,131,096",1702898,1380695,"47,503","2,945,003",5.9%
Los Angeles,County Total,1/1/2011,"9,874,887","3,448,179",1946928,1442993,"58,258","3,244,604",5.9%
Madera,Chowchilla,1/1/2011,"18,741","4,226",3480,732,14,"3,741",11.5%
Madera,Madera,1/1/2011,"61,670","17,062",12564,4049,449,"15,970",6.4%
Madera,Balance Of County,1/1/2011,"70,845","27,956",23873,1140,"2,943","23,710",15.2%
Madera,Incorporated,1/1/2011,"80,411","21,288",16044,4781,463,"19,711",7.4%
Madera,County Total,1/1/2011,"151,256","49,244",39917,5921,"3,406","43,421",11.8%
Marin,Belvedere,1/1/2011,"2,078","1,045",929,116,0,928,11.2%
Marin,Corte Madera,1/1/2011,"9,280","4,026",3106,920,0,"3,786",6.0%
Marin,Fairfax,1/1/2011,"7,459","3,585",2617,955,13,"3,371",6.0%
Marin,Larkspur,1/1/2011,"11,971","6,376",3017,3070,289,"5,903",7.4%
Marin,Mill Valley,1/1/2011,"14,032","6,561",4974,1573,14,"6,112",6.8%
Marin,Novato,1/1/2011,"52,171","21,196",15882,4766,548,"20,287",4.3%
Marin,Ross,1/1/2011,"2,428",885,840,45,0,799,9.7%
Marin,San Anselmo,1/1/2011,"12,390","5,538",4455,1046,37,"5,242",5.3%
Marin,San Rafael,1/1/2011,"58,019","24,014",13472,10135,407,"22,772",5.2%
Marin,Sausalito,1/1/2011,"7,085","4,537",2613,1839,85,"4,106",9.5%
Marin,Tiburon,1/1/2011,"9,012","4,026",3018,994,14,"3,732",7.3%
Marin,Balance Of County,1/1/2011,"68,039","29,534",24574,4395,565,"26,209",11.3%
Marin,Incorporated,1/1/2011,"185,925","81,789",54923,25459,"1,407","77,038",5.8%
Marin,County Total,1/1/2011,"253,964","111,323",79497,29854,"1,972","103,247",7.3%
Mariposa,County Total,1/1/2011,"18,251","10,245",7083,826,"2,336","7,734",24.5%
Mendocino,Fort Bragg,1/1/2011,"7,272","3,206",2154,738,314,"2,874",10.4%
Mendocino,Point Arena,1/1/2011,446,225,155,45,25,192,14.7%
Mendocino,Ukiah,1/1/2011,"15,885","6,491",4008,2044,439,"6,154",5.2%
Mendocino,Willits,1/1/2011,"4,862","2,074",1214,583,277,"1,911",7.9%
Mendocino,Balance Of County,1/1/2011,"58,971","28,417",22105,1848,"4,464","23,834",16.1%
Mendocino,Incorporated,1/1/2011,"28,465","11,996",7531,3410,"1,055","11,131",7.2%
Mendocino,County Total,1/1/2011,"87,436","40,413",29636,5258,"5,519","34,965",13.5%
Merced,Atwater,1/1/2011,"28,415","9,774",6903,2131,740,"8,860",9.4%
Merced,Dos Palos,1/1/2011,"4,998","1,700",1453,201,46,"1,506",11.4%
Merced,Gustine,1/1/2011,"5,567","2,087",1767,169,151,"1,883",9.8%
Merced,Livingston,1/1/2011,"13,297","3,357",2851,452,54,"3,194",4.9%
Merced,Los Banos,1/1/2011,"36,698","11,496",9747,1353,396,"10,402",9.5%
Merced,Merced,1/1/2011,"79,563","27,422",17900,8776,746,"24,937",9.1%
Merced,Balance Of County,1/1/2011,"90,314","28,020",22920,1739,"3,361","25,153",10.2%
Merced,Incorporated,1/1/2011,"168,538","55,836",40621,13082,"2,133","50,782",9.1%
Merced,County Total,1/1/2011,"258,852","83,856",63541,14821,"5,494","75,935",9.4%
Modoc,Alturas,1/1/2011,"2,822","1,406",1110,215,81,"1,234",12.2%
Modoc,Balance Of County,1/1/2011,"6,874","3,796",2896,65,835,"2,835",25.3%
Modoc,Incorporated,1/1/2011,"2,822","1,406",1110,215,81,"1,234",12.2%
Modoc,County Total,1/1/2011,"9,696","5,202",4006,280,916,"4,069",21.8%
Mono,Mammoth Lakes,1/1/2011,"8,178","9,629",2658,6824,147,"3,235",66.4%
Mono,Balance Of County,1/1/2011,"6,041","4,299",2983,405,911,"2,545",40.8%
Mono,Incorporated,1/1/2011,"8,178","9,629",2658,6824,147,"3,235",66.4%
Mono,County Total,1/1/2011,"14,219","13,928",5641,7229,"1,058","5,780",58.5%
Monterey,Carmel-By-The-Sea,1/1/2011,"3,732","3,417",2979,438,0,"2,095",38.7%
Monterey,Del Rey Oaks,1/1/2011,"1,632",741,611,130,0,700,5.5%
Monterey,Gonzales,1/1/2011,"8,235","1,989",1589,375,25,"1,905",4.2%
Monterey,Greenfield,1/1/2011,"16,424","3,752",3089,597,66,"3,458",7.8%
Monterey,King City,1/1/2011,"12,990","3,222",2151,818,253,"3,016",6.4%
Monterey,Marina,1/1/2011,"19,766","7,201",3973,2976,252,"6,833",5.1%
Monterey,Monterey,1/1/2011,"28,077","13,662",6755,6858,49,"12,212",10.6%
Monterey,Pacific Grove,1/1/2011,"15,122","8,173",5230,2792,151,"7,014",14.2%
Monterey,Salinas,1/1/2011,"151,445","42,686",26286,15049,"1,351","40,450",5.2%
Monterey,Sand City,1/1/2011,336,145,75,66,4,128,11.7%
Monterey,Seaside,1/1/2011,"32,881","10,985",8157,2245,583,"10,092",8.1%
Monterey,Soledad,1/1/2011,"26,322","3,881",3109,564,208,"3,669",5.5%
Monterey,Balance Of County,1/1/2011,"100,932","38,352",32508,3111,"2,733","33,444",12.8%
Monterey,Incorporated,1/1/2011,"316,962","99,854",64004,32908,"2,942","91,572",8.3%
Monterey,County Total,1/1/2011,"417,894","138,206",96512,36019,"5,675","125,016",9.5%
Napa,American Canyon,1/1/2011,"19,582","6,018",4912,257,849,"5,696",5.4%
Napa,Calistoga,1/1/2011,"5,146","2,319",1239,479,601,"2,016",13.1%
Napa,Napa,1/1/2011,"77,058","30,176",20735,8076,"1,365","28,224",6.5%
Napa,St Helena,1/1/2011,"5,807","2,775",1928,694,153,"2,399",13.5%
Napa,Yountville,1/1/2011,"3,009","1,280",784,197,299,"1,073",16.2%
Napa,Balance Of County,1/1/2011,"26,311","12,314",10823,974,517,"9,611",22.0%
Napa,Incorporated,1/1/2011,"110,602","42,568",29598,9703,"3,267","39,408",7.4%
Napa,County Total,1/1/2011,"136,913","54,882",40421,10677,"3,784","49,019",10.7%
Nevada,Grass Valley,1/1/2011,"12,807","6,638",3165,3034,439,"6,070",8.6%
Nevada,Nevada City,1/1/2011,"3,101","1,535",1276,248,11,"1,379",10.2%
